type,gene,db_xref,start,end,length,strand,product
CDS,narK3,GI:31791439,311084,312493,1411,-1,PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR)
CDS,aac,GI:31791440,312634,313179,547,-1,AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC)
CDS,none,GI:31791441,313189,314091,904,-1,hypothetical protein
CDS,none,GI:31791442,314108,314740,634,-1,hypothetical protein
CDS,none,GI:31791443,314836,315828,994,-1,PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN
CDS,oplA,GI:31791444,315850,319479,3631,-1,PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE)
CDS,narU,GI:31791445,319656,321047,1393,1,PUTATIVE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARU (NITRITE FACILITATOR)
CDS,none,GI:31791446,321089,321598,511,-1,hypothetical protein
CDS,none,GI:31791447,321663,322856,1195,-1,hypothetical protein
CDS,fadD2,GI:31791448,322892,324574,1684,1,acyl-CoA synthase
CDS,fadE6,GI:31791449,324591,326786,2197,-1,PROBABLE ACYL-COA DEHYDROGENASE FADE6
CDS,none,GI:31791450,326900,328033,1135,-1,hypothetical protein
CDS,none,GI:31791451,328030,328650,622,-1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,none,GI:31791452,328747,329328,583,1,hypothetical protein
CDS,none,GI:31791453,329258,329983,727,-1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)
CDS,none,GI:31791454,330073,330993,922,1,hypothetical protein
CDS,none,GI:31791455,331033,331461,430,-1,hypothetical protein
CDS,PE_PGRS3a,GI:31791456,331827,334433,2608,-1,PE-PGRS FAMILY PROTEIN [FIRST PART]
CDS,PE_PGRS3,GI:31791457,334697,337330,2635,-1,PE-PGRS FAMILY PROTEIN
CDS,PE_PGRS4,GI:31791458,337580,340075,2497,-1,PE-PGRS FAMILY PROTEIN
CDS,PPE3,GI:31791459,340366,341976,1612,1,PPE FAMILY PROTEIN
CDS,none,GI:31791460,342000,342908,910,1,hypothetical protein
CDS,none,GI:31791461,343132,345027,1897,1,hypothetical protein
CDS,none,GI:31791462,345024,346640,1618,1,POSSIBLE CONSERVED MEMBRANE PROTEIN
CDS,none,GI:31791463,346637,350629,3994,1,POSSIBLE CONSERVED MEMBRANE PROTEIN
CDS,PE5,GI:31791464,350626,350934,310,1,PE FAMILY PROTEIN
CDS,PPE4,GI:31791465,350937,352478,1543,1,PPE FAMILY PROTEIN
CDS,esxG,GI:31791466,352527,352820,295,1,hypothetical protein
CDS,esxH,GI:31791467,352850,353140,292,1,LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 7 CFP7 (10 kDa ANTIGEN) (CFP-7) (PROTEIN TB10.4)
CDS,none,GI:31791468,353151,354038,889,1,hypothetical protein
CDS,none,GI:31791469,354085,355503,1420,1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31791470,355500,356885,1387,1,PROBABLE PROTEASE PRECURSOR
CDS,none,GI:31791471,356882,357877,997,1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31791472,357864,359066,1204,-1,hypothetical protein
CDS,tam,GI:31791473,359173,359958,787,1,PROBABLE TRANS-ACONITATE METHYLTRANSFERASE TAM
CDS,none,GI:31791474,359947,360750,805,-1,hypothetical protein
CDS,none,GI:31791475,360760,362157,1399,-1,PROBABLE SULFATASE
CDS,PE_PGRS5,GI:31791476,362336,364156,1822,1,PE-PGRS FAMILY PROTEIN
CDS,none,GI:31791477,364299,364526,229,1,hypothetical protein
CDS,none,GI:31791478,364523,364825,304,1,hypothetical protein
CDS,none,GI:31791479,364873,365094,223,1,hypothetical protein
CDS,none,GI:31791480,365091,365516,427,1,hypothetical protein
CDS,none,GI:31791481,365652,366284,634,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY)
CDS,none,GI:31791482,366281,367189,910,1,PROBABLE DEHYDROGENASE/REDUCTASE
CDS,PPE5,GI:31791483,367197,370640,3445,-1,PPE FAMILY PROTEIN
CDS,PPE6,GI:31791484,370784,376741,5959,-1,PPE FAMILY PROTEIN
CDS,none,GI:31791485,376944,377615,673,1,PUTATIVE OXIDOREDUCTASE
CDS,none,GI:31791486,377603,378085,484,-1,hypothetical protein
CDS,none,GI:31791487,378143,378859,718,1,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
CDS,none,GI:31791488,378961,379617,658,1,POSSIBLE CONSERVED EXPORTED PROTEIN
CDS,none,GI:31791489,379687,380178,493,-1,hypothetical protein
CDS,none,GI:31791490,380202,381431,1231,1,hypothetical protein
CDS,none,GI:31791491,381586,383448,1864,1,CONSERVED HYPOTHETICAL PROLINE AND THREONINE RICH PROTEIN
CDS,none,GI:31791492,383520,383906,388,1,hypothetical protein
CDS,none,GI:31791493,383909,384571,664,-1,POSSIBLE CONSERVED MEMBRANE PROTEIN
CDS,none,GI:31791494,384632,385516,886,1,"POSSIBLE BETA-1,3-GLUCANASE PRECURSOR"
CDS,none,GI:31791495,385565,386179,616,1,POSSIBLE MUCONOLACTONE ISOMERASE
CDS,glpQ2,GI:31791496,386203,386973,772,-1,PUTATIVE GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE GLPQ2 (GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE)
tRNA,glyU,GeneID:1091183,387234,387304,72,-1,tRNA-Gly
CDS,none,GI:31791497,387335,388129,796,-1,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
CDS,pcp,GI:31791498,388178,388846,670,1,PROBABLE PYRROLIDONE-CARBOXYLATE PEPTIDASE PCP (5-OXOPROLYL-PEPTIDASE) (PYROGLUTAMYL-PEPTIDASE I) (PGP-I) (PYRASE)
CDS,none,GI:31791499,388918,389580,664,1,POSSIBLE CONSERVED EXPORTED PROTEIN
CDS,dcd,GI:31791500,389612,390184,574,1,deoxycytidine triphosphate deaminase
CDS,udgA,GI:31791501,390290,391621,1333,1,PROBABLE UDP-GLUCOSE 6-DEHYDROGENASE UDGA (UDP-GLC DEHYDROGENASE) (UDP-GLCDH) (UDPGDH)
CDS,none,GI:31791502,391610,392281,673,-1,hypothetical protein
CDS,none,GI:31791503,392382,393062,682,1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY)
CDS,none,GI:31791504,393069,393758,691,1,hypothetical protein
CDS,cyp135A1,GI:31791505,393726,395075,1351,-1,POSSIBLE CYTOCHROME P450 135A1 CYP135A1
CDS,none,GI:31791506,395141,395743,604,1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR/ACRR-FAMILY)
CDS,none,GI:31791507,395724,396350,628,-1,hypothetical protein
CDS,none,GI:31791508,396377,397117,742,-1,hypothetical protein
CDS,none,GI:31791509,397231,398397,1168,1,POSSIBLE DEHYDROGENASE/REDUCTASE
CDS,none,GI:31791510,398472,399257,787,1,hypothetical protein
CDS,none,GI:31791511,399284,399658,376,1,hypothetical protein
CDS,rmlA,GI:31791512,399688,400554,868,1,PROBABLE GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE RMLA (DTDP-GLUCOSE SYNTHASE) (DTDP-GLUCOSE PYROPHOSPHORYLASE)
CDS,PE6,GI:31791513,400565,401080,517,-1,PE FAMILY PROTEIN
CDS,none,GI:31791514,401222,402733,1513,1,CONSERVED 13E12 REPEAT FAMILY PROTEIN
CDS,aspC,GI:31791515,402903,404192,1291,-1,aspartate aminotransferase
CDS,none,GI:31791516,404223,406871,2650,-1,PUTATIVE IRON-SULFUR-BINDING REDUCTASE
CDS,none,GI:31791517,406980,409478,2500,-1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,none,GI:31791518,409664,410203,541,1,hypothetical protein
CDS,iniB,GI:31791519,410392,411831,1441,1,ISONIAZID INDUCTIBLE GENE PROTEIN INIB
CDS,iniA,GI:31791520,411868,413790,1924,1,ISONIAZID INDUCTIBLE GENE PROTEIN INIA
CDS,iniC,GI:31791521,413787,415268,1483,1,ISONIAZID INDUCTIBLE GENE PROTEIN INIC
CDS,lpqJ,GI:31791522,415411,415971,562,-1,PROBABLE LIPOPROTEIN LPQJ
CDS,none,GI:31791523,416217,416489,274,1,hypothetical protein
CDS,ansP2,GI:31791524,416531,417994,1465,-1,POSSIBLE L-ASPARAGINE PERMEASE ANSP2 (L-ASPARAGINE TRANSPORT PROTEIN)
CDS,none,GI:31791525,418333,419319,988,1,PROBABLE CONSERVED MEMBRANE PROTEIN
CDS,none,GI:31791526,419322,419975,655,1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,none,GI:31791527,419978,420637,661,1,hypothetical protein
CDS,dnaK,GI:31791528,420864,422741,1879,1,molecular chaperone DnaK
CDS,grpE,GI:31791529,422738,423445,709,1,PROBABLE GRPE PROTEIN (HSP-70 COFACTOR)
CDS,dnaJ1,GI:31791530,423481,424668,1189,1,PROBABLE CHAPERONE PROTEIN DNAJ1
CDS,hspR,GI:31791531,424668,425048,382,1,PROBABLE HEAT SHOCK PROTEIN TRANSCRIPTIONAL REGULATOR HSPR (MERR FAMILY)
CDS,PPE8,GI:31791532,425173,435696,10525,-1,PPE FAMILY PROTEIN
CDS,none,GI:31791533,435847,436491,646,-1,hypothetical protein
CDS,purA,GI:31791534,436488,437786,1300,-1,adenylosuccinate synthetase
CDS,none,GI:31791535,437877,438524,649,1,hypothetical protein
CDS,none,GI:31791536,438535,439314,781,1,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
CDS,none,GI:31791537,439319,439756,439,-1,hypothetical protein
CDS,none,GI:31791538,439839,440666,829,1,PROBABLE CONSERVED MEMBRANE PROTEIN
CDS,mgtE,GI:31791539,440888,442270,1384,1,POSSIBLE Mg2+ TRANSPORT TRANSMEMBRANE PROTEIN MGTE
CDS,fba,GI:31791540,442282,443316,1036,-1,fructose-bisphosphate aldolase
CDS,none,GI:31791541,443412,444095,685,1,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31791542,444084,445214,1132,-1,hypothetical protein
CDS,none,GI:31791543,445239,445832,595,-1,hypothetical protein
CDS,none,GI:31791544,445861,446250,391,-1,hypothetical protein
CDS,none,GI:31791545,446331,447542,1213,-1,hypothetical protein
CDS,none,GI:31791546,447548,448063,517,-1,POSSIBLE MEMBRANE OXIDOREDUCTASE
CDS,none,GI:31791547,448164,449060,898,-1,POSSIBLE OXIDOREDUCTASE
CDS,none,GI:31791548,449057,449650,595,-1,hypothetical protein
CDS,none,GI:31791549,449647,450402,757,-1,hypothetical protein
CDS,none,GI:31791550,450421,452820,2401,-1,PROBABLE CARBON MONOXYDE DEHYDROGENASE (LARGE CHAIN)
CDS,none,GI:31791551,452817,453296,481,-1,PROBABLE CARBON MONOXYDE DEHYDROGENASE (SMALL CHAIN)
CDS,none,GI:31791552,453311,454171,862,-1,PROBABLE CARBON MONOXYDE DEHYDROGENASE (MEDIUM CHAIN)
CDS,none,GI:31791553,454247,455389,1144,-1,hypothetical protein
CDS,none,GI:31791554,455438,456403,967,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LYSR-FAMILY)
CDS,none,GI:31791555,456654,456875,223,1,CONSERVED HYPOTHETICAL GLYCINE RICH PROTEIN
CDS,secE2,GI:31791556,456994,457209,217,1,POSSIBLE PROTEIN TRANSPORT PROTEIN SECE2
CDS,none,GI:31791557,457285,457836,553,-1,POSSIBLE RNA METHYLTRANSFERASE (RNA METHYLASE)
CDS,none,GI:31791558,457932,458840,910,-1,hypothetical protein
CDS,pyrE,GI:31791559,458858,459397,541,-1,orotate phosphoribosyltransferase
CDS,none,GI:31791560,459478,460332,856,-1,POSSIBLE CONSERVED SECRETED PROTEIN
CDS,clpB,GI:31791561,460473,463019,2548,-1,PROBABLE ENDOPEPTIDASE ATP BINDING PROTEIN (CHAIN B) CLPB (CLPB PROTEIN) (HEAT SHOCK PROTEIN F84.1)
CDS,none,GI:31791562,463152,464324,1174,1,hypothetical protein
CDS,none,GI:31791563,464428,467685,3259,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR/UHPA-FAMILY)
CDS,PPE9,GI:31791564,467689,469020,1333,-1,PPE FAMILY PROTEIN
CDS,purT,GI:31791565,469354,470613,1261,1,5'-phosphoribosylglycinamide transformylase
CDS,none,GI:31791566,470610,471032,424,1,hypothetical protein
CDS,metZ,GI:31791567,471029,472249,1222,1,O-succinylhomoserine sulfhydrylase
CDS,ndhA,GI:31791568,472246,473658,1414,-1,PROBABLE MEMBRANE NADH DEHYDROGENASE NDHA
CDS,none,GI:31791569,473800,475125,1327,1,CONSERVED 13E12 REPEAT FAMILY PROTEIN
CDS,none,GI:31791570,475141,475860,721,-1,POSSIBLE SECRETED PROTEIN
CDS,none,GI:31791571,475959,476363,406,1,hypothetical protein
CDS,none,GI:31791572,476369,476761,394,1,hypothetical protein
CDS,none,GI:31791573,476835,477203,370,1,CONSERVED 13E12 REPEAT FAMILY PROTEIN
CDS,none,GI:31791574,477698,478339,643,-1,POSSIBLE SECRETED PROTEIN
CDS,lpqK,GI:31791575,478346,479575,1231,-1,POSSIBLE CONSERVED LIPOPROTEIN LPQK
CDS,fadE7,GI:31791576,479585,480772,1189,-1,PROBABLE ACYL-COA DEHYDROGENASE FADE7
CDS,none,GI:31791577,480808,481179,373,1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,mmpL1b,GI:31791578,481374,482477,1105,-1,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL1B [SECOND PART]
CDS,mmpL1a,GI:31791579,482474,484249,1777,-1,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL1A [FIRST PART]
CDS,mmpS1,GI:31791580,484246,484674,430,-1,PROBABLE CONSERVED MEMBRANE PROTEIN MMPS1
CDS,fadD30,GI:31791581,484995,486752,1759,1,acyl-CoA synthase
CDS,pks6a,GI:31791582,486749,488131,1384,1,PROBABLE MEMBRANE BOUND POLYKETIDE SYNTHASE PKS6A [FIRST PART]
CDS,pks6b,GI:31791583,488118,490958,2842,1,PROBABLE MEMBRANE BOUND POLYKETIDE SYNTHASE PKS6B [SECOND PART]
CDS,none,GI:31791584,490906,491724,820,-1,BETA LACTAMASE LIKE PROTEIN
CDS,fgd1,GI:31791585,491802,492812,1012,1,PROBABLE F420-DEPENDENT GLUCOSE-6-PHOSPHATE DEHYDROGENASE FGD1
CDS,pta,GI:31791586,492805,494877,2074,1,phosphate acetyltransferase
CDS,ackA,GI:31791587,494870,496027,1159,1,acetate/propionate kinase
CDS,pknG,GI:31791588,496081,498333,2254,-1,SERINE/THREONINE-PROTEIN KINASE PKNG (PROTEIN KINASE G) (STPK G)
CDS,glnH,GI:31791589,498333,499319,988,-1,PROBABLE GLUTAMINE-BINDING LIPOPROTEIN GLNH (GLNBP)
CDS,none,GI:31791590,499319,500638,1321,-1,POSSIBLE CONSERVED MEMBRANE PROTEIN
CDS,mutT3,GI:31791591,500732,501385,655,1,"POSSIBLE MUTATOR PROTEIN MUTT3 (7,8-DIHYDRO-8-OXOGUANINE-TRIPHOSPHATASE) (8-OXO-DGTPASE) (DGTP PYROPHOSPHOHYDROLASE)"
CDS,thiE,GI:31791592,501369,502037,670,-1,thiamine-phosphate pyrophosphorylase
CDS,thiO,GI:31791593,502167,503189,1024,1,POSSIBLE THIAMINE BIOSYNTHESIS OXIDOREDUCTASE THIO
CDS,thiS,GI:31791594,503186,503392,208,1,sulfur carrier protein ThiS
CDS,thiG,GI:31791595,503385,504143,760,1,thiazole synthase
CDS,lpqL,GI:31791596,504515,506017,1504,1,PROBABLE LIPOPROTEIN AMINOPEPTIDASE LPQL
CDS,lpqM,GI:31791597,506105,507601,1498,1,POSSIBLE LIPOPROTEIN PEPTIDASE LPQM
CDS,none,GI:31791598,507580,507990,412,-1,POSSIBLE TRANSMEMBRANE PROTEIN
CDS,none,GI:31791599,508151,508780,631,-1,hypothetical protein
CDS,thiD,GI:31791600,508777,509574,799,-1,phosphomethylpyrimidine kinase
CDS,thiC,GI:31791601,509601,511244,1645,-1,thiamine biosynthesis protein ThiC
CDS,none,GI:31791602,511396,511671,277,-1,hypothetical protein
CDS,ctpH,GI:31791603,511721,516340,4621,-1,POSSIBLE METAL CATION TRANSPORTING P-TYPE ATPASE CTPH
CDS,none,GI:31791604,516392,516835,445,-1,POSSIBLE TRANSMEMBRANE PROTEIN
CDS,xthA,GI:31791605,517036,517911,877,-1,PROBABLE EXODEOXYRIBONUCLEASE III PROTEIN XTHA (EXONUCLEASE III) (EXO III) (AP ENDONUCLEASE VI)
CDS,none,GI:31791606,517914,518822,910,-1,hypothetical protein
CDS,def,GI:31791607,518822,519415,595,-1,peptide deformylase
CDS,none,GI:31791608,519752,520060,310,1,hypothetical protein
CDS,none,GI:31791609,520092,520586,496,1,PUTATIVE TUBERCULIN RELATED PEPTIDE
CDS,sodC,GI:31791610,520619,521341,724,1,PROBABLE PERIPLASMIC SUPEROXIDE DISMUTASE [CU-ZN] SODC
CDS,none,GI:31791611,521343,522473,1132,1,hypothetical protein
CDS,none,GI:31791612,522533,523186,655,1,hypothetical protein
CDS,none,GI:31791613,523366,525552,2188,-1,PUTATIVE CONSERVED ATPASE
CDS,pssA,GI:31791614,525549,526409,862,-1,PROBABLE CDP-DIACYLGLYCEROL--SERINE O-PHOSPHATIDYLTRANSFERASE PSSA (PS SYNTHASE) (PHOSPHATIDYLSERINE SYNTHASE)
CDS,psd,GI:31791615,526406,527101,697,-1,phosphatidylserine decarboxylase
CDS,moeA2,GI:31791616,527162,528379,1219,-1,PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA2
CDS,none,GI:31791617,528398,529333,937,-1,short chain dehydrogenase
CDS,groEL,GI:31791618,529627,531249,1624,1,chaperonin GroEL
CDS,none,GI:31791619,531315,531743,430,-1,hypothetical protein
CDS,PPE10,GI:31791620,531770,533209,1441,-1,PPE FAMILY PROTEIN
CDS,none,GI:31791621,533415,533930,517,1,hypothetical protein
CDS,none,GI:31791622,534110,534808,700,-1,hypothetical protein
CDS,sigK,GI:31791623,534852,535415,565,-1,RNA polymerase sigma-70 factor
CDS,none,GI:31791624,535464,536234,772,-1,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,ufaA1,GI:31791625,536243,537526,1285,-1,PUTATIVE CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE UFAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE)
CDS,none,GI:31791626,537523,538188,667,-1,hypothetical protein
CDS,none,GI:31791627,538248,539567,1321,-1,hypothetical protein
CDS,mmpL4,GI:31791628,539607,542510,2905,-1,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL4
CDS,mmpS4,GI:31791629,542507,542929,424,-1,PROBABLE CONSERVED MEMBRANE PROTEIN MMPS4
CDS,none,GI:31791630,543161,543871,712,1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,PPE11,GI:31791631,544193,545749,1558,1,PPE FAMILY PROTEIN
CDS,none,GI:31791632,545854,546204,352,1,hypothetical protein
CDS,none,GI:31791633,546394,546840,448,-1,hypothetical protein
CDS,echA2,GI:31791634,546908,547822,916,-1,enoyl-CoA hydratase
CDS,none,GI:31791635,548095,548376,283,-1,hypothetical protein
CDS,none,GI:31791636,548605,550635,2032,-1,PROBABLE PEPTIDASE
CDS,none,GI:31791637,550694,552217,1525,1,PROBABLE ALDEHYDE DEHYDROGENASE
CDS,none,GI:31791638,552217,552708,493,1,hypothetical protein
CDS,none,GI:31791639,552768,553007,241,1,CONSERVED HYDROPHOBIC PROTEIN
CDS,none,GI:31791640,553045,553569,526,1,PROBABLE TRANSMEMBRANE PROTEIN
CDS,lpd,GI:31791641,553633,555027,1396,1,dihydrolipoamide dehydrogenase
CDS,none,GI:31791642,555035,555328,295,1,PROBABLE CONSERVED MEMBRANE PROTEIN
CDS,none,GI:31791643,555332,555904,574,-1,hypothetical protein
CDS,none,GI:31791644,555901,557325,1426,-1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,none,GI:31791645,557477,558271,796,1,hypothetical protein
CDS,icl,GI:31791646,558546,559832,1288,1,isocitrate lyase
CDS,fadB2,GI:31791647,559914,560774,862,1,3-hydroxybutyryl-CoA dehydrogenase
CDS,umaA1,GI:31791648,560907,561767,862,1,POSSIBLE MYCOLIC ACID SYNTHASE UMAA1
CDS,pcaA,GI:31791649,561867,562730,865,-1,MYCOLIC ACID SYNTHASE PCAA (CYCLOPROPANE SYNTHASE)
CDS,none,GI:31791650,562873,563313,442,-1,hypothetical protein
CDS,none,GI:31791651,563244,563732,490,-1,hypothetical protein
CDS,none,GI:31791652,563742,564446,706,-1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)
CDS,none,GI:31791653,564583,565953,1372,1,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31791654,566040,566462,424,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,hbhA,GI:31791655,566816,567415,601,1,HEPARIN BINDING HEMAGGLUTININ HBHA (ADHESIN)
CDS,none,GI:31791656,567527,567790,265,1,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31791657,567795,568241,448,1,POSSIBLE CONSERVED SECRETED PROTEIN
CDS,deoC,GI:31791658,568241,568915,676,1,deoxyribose-phosphate aldolase
CDS,none,GI:31791659,568940,569986,1048,-1,PROBABLE CONSERVED MEMBRANE PROTEIN
CDS,none,GI:31791660,569983,570918,937,-1,hypothetical protein
CDS,none,GI:31791661,570951,571475,526,-1,hypothetical protein
CDS,murB,GI:31791662,571502,572611,1111,1,UDP-N-acetylenolpyruvoylglucosamine reductase
CDS,lprQ,GI:31791663,572673,574028,1357,1,PROBABLE CONSERVED LIPOPROTEIN LPRQ
CDS,none,GI:31791664,574009,574764,757,-1,PUTATIVE SHORT-CHAIN TYPE OXIDOREDUCTASE
CDS,none,GI:31791665,574947,576263,1318,1,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN
CDS,none,GI:31791666,576311,577753,1444,1,MANNOSYLTRANSFERASE
CDS,none,GI:31791667,577750,578301,553,1,hypothetical protein
CDS,none,GI:31791668,578685,579290,607,1,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
CDS,gpm1,GI:31791669,579447,580196,751,1,phosphoglyceromutase
CDS,senX3,GI:31791670,580370,581602,1234,1,PUTATIVE TWO COMPONENT SENSOR HISTIDINE KINASE SENX3
CDS,regX3,GI:31791671,581960,582643,685,1,TWO COMPONENT SENSORY TRANSDUCTION PROTEIN REGX3 (TRANSCRIPTIONAL REGULATORY PROTEIN) (PROBABLY LUXR-FAMILY)
CDS,none,GI:31791672,582640,584529,1891,-1,PROBABLE OXIDOREDUCTASE GMC-TYPE
CDS,none,GI:31791673,584526,584855,331,-1,hypothetical protein
CDS,none,GI:31791674,584852,585841,991,-1,hypothetical protein
CDS,none,GI:31791675,585846,586574,730,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY)
CDS,none,GI:31791676,586575,587465,892,-1,hypothetical protein
CDS,none,GI:31791677,587545,588531,988,1,hypothetical protein
CDS,none,GI:31791678,588528,589460,934,1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31791679,589476,590318,844,1,hypothetical protein
CDS,none,GI:31791680,590334,591209,877,1,hypothetical protein
CDS,proC,GI:31791681,591234,592121,889,1,pyrroline-5-carboxylate reductase
CDS,none,GI:31791682,592262,592498,238,1,hypothetical protein
CDS,galE2,GI:31791683,592805,593935,1132,1,POSSIBLE UDP-GLUCOSE 4-EPIMERASE GALE2 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE)
CDS,none,GI:31791684,593942,595018,1078,1,hypothetical protein
CDS,cmaA2,GI:31791685,595022,595930,910,-1,CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 2 CMAA2 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) (CYCLOPROPANE MYCOLIC ACID SYNTHASE 2) (MYCOLIC ACID TRANS-CYCLOPROPANE SYNTHETASE)
CDS,none,GI:31791686,595953,596453,502,-1,hypothetical protein
CDS,serB1,GI:31791687,596615,597736,1123,-1,POSSIBLE PHOSPHOSERINE PHOSPHATASE SERB1 (PSP) (O-PHOSPHOSERINE PHOSPHOHYDROLASE) (PSPASE)
CDS,mmpS2,GI:31791688,597910,598353,445,1,PROBABLE CONSERVED MEMBRANE PROTEIN MMPS2
CDS,mmpL2,GI:31791689,598350,601256,2908,1,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL2
CDS,none,GI:31791690,601249,601542,295,1,hypothetical protein
CDS,hemA,GI:31791691,601592,602998,1408,1,glutamyl-tRNA reductase
CDS,hemC,GI:31791692,603008,603937,931,1,porphobilinogen deaminase
CDS,hemD,GI:31791693,603970,605667,1699,1,PROBABLE UROPORPHYRIN-III C-METHYLTRANSFERASE HEMD (UROPORPHYRINOGEN III METHYLASE) (UROGEN III METHYLASE) (SUMT) (UROGEN III METHYLASE) (UROM)
CDS,hemB,GI:31791694,605753,606742,991,1,delta-aminolevulinic acid dehydratase
CDS,none,GI:31791695,606755,607303,550,1,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31791696,607300,607599,301,1,POSSIBLE TRANSMEMBRANE PROTEIN
CDS,none,GI:31791697,607702,609213,1513,1,CONSERVED 13E12 REPEAT FAMILY PROTEIN
CDS,none,GI:31791698,609210,609686,478,-1,hypothetical protein
CDS,none,GI:31791699,609897,611207,1312,1,POSSIBLE MEMBRANE ACYLTRANSFERASE
CDS,none,GI:31791700,611339,612034,697,1,POSSIBLE EXPORTED PROTEIN
CDS,none,GI:31791701,612322,613224,904,-1,POSSIBLE CONSERVED MEMBRANE PROTEIN
CDS,none,GI:31791702,613405,613755,352,1,POSSIBLE METHYLTRANSFERASE/METHYLASE (FRAGMENT)
CDS,none,GI:31791703,613748,614053,307,1,POSSIBLE METHYLTRANSFERASE/METHYLASE (FRAGMENT)
CDS,gabP,GI:31791704,614188,615492,1306,1,PROBABLE GABA PERMEASE GABP (4-AMINO BUTYRATE TRANSPORT CARRIER) (GAMA-AMINOBUTYRATE PERMEASE)
CDS,none,GI:31791705,615476,615871,397,-1,hypothetical protein
CDS,hemL,GI:31791706,615985,617373,1390,1,glutamate-1-semialdehyde aminotransferase
CDS,none,GI:31791707,617373,617981,610,1,hypothetical protein
CDS,none,GI:31791708,617996,618646,652,1,POSSIBLE THIOREDOXIN PROTEIN (THIOL-DISULFIDE INTERCHANGE PROTEIN)
CDS,ccdA,GI:31791709,618643,619422,781,1,POSSIBLE CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCDA
CDS,none,GI:31791710,619455,621044,1591,1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,ccsA,GI:31791711,621041,622015,976,1,POSSIBLE CYTOCHROME C-TYPE BIOGENESIS PROTEIN CCSA
CDS,none,GI:31791712,622057,623274,1219,1,hypothetical protein
